id	nombre
8000000216	RAYTAN
8000000217	RECALCINE
8000000218	RECBEN XENERICS
8000000219	RECCIUS
8000000220	RECKITT BENCKISER
8000000221	RECOVERY
8000000222	REUTTER
8000000223	RICHMOND
8000000224	ROCHE
8000000225	ROERIG
8000000226	ROYAL PHARMA
8000000227	RUBIO
8000000228	SANAX
8000000229	SANDERSON
8000000230	SANITAS
8000000231	SANOFI
8000000232	SANOFI AVENTIS
8000000233	SANOTACT
8000000234	SANTE PHARMA
8000000235	SANYFARM
8000000236	SAVAL
8000000237	SAVAL&SAVAL
8000000238	SCL
8000000239	SCM PHARMA
8000000240	SENSORIAL
8000000241	SERVIER
8000000242	SEVEN PHARMA
8000000243	SILESIA
8000000244	SIMOND
8000000245	SMB
8000000246	SOPHIA
8000000247	SPRING NATURAL
8000000248	SPRINGLIFE
8000000249	SPRONAT
8000000250	STUDIO LINE
8000000251	SUNDOWN
8000000252	SUNTIME
8000000253	SUNVIT LIFE
8000000254	SUPLALIM
8000000255	SUPPLEVIT
8000000256	SYNTHON
8000000257	TECNOFARMA
8000000258	TERVIS PHARMA
8000000259	THE HUMBLE
8000000260	THE WILD FOOD
8000000261	THEA PHARMA
8000000262	TIO NACHO
8000000263	TROJAN
8000000264	TS GROUP
8000000265	UNIFARMA
8000000266	VALMA
8000000267	VIBRALAB
8000000268	VISION CARE
8000000269	VITAENERGY
8000000270	VITAL&YOUNG
8000000271	VITALAB
8000000272	VITALIS
8000000273	VITAMINLIFE
8000000274	VITIS
8000000275	VIVUNT PHARMA
8000000276	VOGUE
8000000277	WELLMED
8000000278	WYETH
8000000279	XIMENA POLANCO
8000000280	ZERICUM
