id,nombre,laboratorio_id,categoria_farmacologica_id,forma_farmaceutica_id,principio_activo_id,tipo_receta_id,registro_isp,es_cenabast,es_controlado,es_refrigerado,es_bioequivalente,es_generico,cantidad_por_envase
77700142,ADROXEF 500MG/5ML X 100 ML,8000000035,75000000093,560000032,890000222,410000000,F-12082/17,0,0,0,0,0,100
77700143,"AERIUS 2,5MG/5ML X 100 ML",8000000113,75000000059,560000021,890000302,410000001,F-25404/20,0,0,0,0,0,100
77700144,"AERIUS 2,5MG/5ML X 120 ML",8000000113,75000000059,560000038,890000302,410000001,F-24809/19,0,0,0,0,0,120
77700147,AERO GASTROL X 20 CAP,8000000108,75000000257,560000003,890000257,410000001,F-7759/21,0,0,0,0,0,20
77700150,AERO GASTROL X 20 CAP,8000000059,75000000257,560000003,890000257,410000001,F-26652/22,0,0,0,0,0,20
77700151,AEROCAMARA INFANTIL M X 1 UN,#N/A,75000000010,#N/A,#N/A,410000002,,0,0,0,0,1,1
77700152,AEROCAMARA UNIVERSAL CAMARA INH,#N/A,75000000010,#N/A,#N/A,410000002,,0,0,0,0,0,1
77700153,AEROFACIDOSE AE ESCOLAR ADULTO X 1 UN,#N/A,75000000010,#N/A,#N/A,410000002,,0,0,0,0,0,1
77700154,AEROFACIDOSE AE LACTANTE X 1 UN,#N/A,75000000010,#N/A,#N/A,410000002,,0,0,0,0,0,1
77700157,AEROLIN LF 100MCG X 200DOSIS INH,8000000082,75000000091,560000018,890000664,410000001,F-2713/19,0,0,0,0,0,200
77700158,AEROMED 35MG/5ML X 100 ML,8000000108,75000000235,560000021,890000442,410000002,N-427/21,0,0,0,0,0,100
77700160,AEROTROP 20MCG/DOSIS X 250DOSIS INH,8000000040,75000000091,560000018,890000172,410000001,F-17690/19,0,0,0,0,0,250
77700164,AFTAGEL X 20 G,8000000108,75000000073,560000013,890000139,410000002,F-20252/18,0,0,0,0,0,20
77700167,"AGGLAD OFTENO 0,2% X 5 ML",8000000169,75000000051,560000038,890000166,410000001,F-12304/17,0,0,0,1,0,5
77700168,AGUA BIDESTILADA 5ML X 1 AMP,#N/A,75000000241,560000019,#N/A,410000002,,0,0,0,0,1,1
77700169,AGUA BIDESTILADA X 1000 ML,8000000156,75000000241,560000038,#N/A,410000002,F-13887/19,0,0,0,0,1,1000
77700176,AGUA MELISA X 30 ML,8000000089,75000000232,560000038,890000358,410000002,,0,0,0,0,0,30
77700182,AKAN 10MG X 30 COM,8000000114,75000000091,560000006,890000578,410000001,F-23598/17,0,0,0,1,0,30
77700184,ALART B HFA 250MCG/DOSIS X 200DOSIS INH,8000000022,75000000091,560000018,890000133,410000000,F-18141/20,0,0,0,0,0,200
77700188,ALCOHOL DESNATURALIZADO 70% X 250 ML,8000000044,75000000237,560000038,890000073,410000002,,0,0,0,0,0,250
77700189,ALCOHOL DESNATURALIZADO 70% X 250 ML,8000000054,75000000237,560000038,890000073,410000002,,0,0,0,0,0,250
77700192,ALCOHOL DESNATURALIZADO 96% X 250 ML,8000000044,75000000074,560000038,890000073,410000002,,0,0,0,0,1,250
77700194,ALCOHOL DESNATURALIZADO 96% X 500 ML,8000000044,75000000074,560000038,890000073,410000002,,0,0,0,0,1,500
77700195,"ALCOLEX 0,1% X 200 ML",8000000004,75000000074,560000038,890000076,410000002,F-10769/21,0,0,0,0,0,200
77700196,ALCON CILO/DEX X 5 ML,8000000121,75000000039,560000041,890000241,410000000,F-7785/21,0,0,0,0,0,5
77700202,ALEJANDRIA HOJAS X 8 G,8000000144,75000000230,#N/A,890000080,410000002,,0,0,0,0,1,8
77700203,ALELUNEY CREM ANTICELULITICA CAFEINA/CANELA Y FLORES BACH X 250 ML,8000000002,75000000105,560000007,890000087,410000002,,0,0,0,0,0,250
77700205,ALELUNEY CREM CORPORAL HIDRATANTE TE VERDE/FLORES BACH X 250 ML,8000000002,75000000105,560000007,890000085,410000002,,0,0,0,0,0,250
77700208,"ALENYS 27,5MCG/DOSIS X 120 DOSIS",8000000057,75000000115,560000041,890000412,410000000,F-16784/18,0,0,0,0,0,120
77700211,"ALERPRIV 0,5% X 20 ML",8000000091,75000000059,560000014,890000497,410000001,F-22020/20,0,0,0,0,0,20
77700212,"ALERPRIV 2,5MG/5ML X 100 ML",8000000091,75000000059,560000021,890000497,410000001,F-22039/20,0,0,0,0,0,100
77700219,ALEXIA 120MG X 30 COM,8000000161,75000000059,560000006,890000394,410000001,F-2106/19,0,0,0,1,0,30
77700227,ALFEXA 180MG X 30 COM,8000000007,75000000059,560000006,890000394,410000001,F-25129/19,0,0,0,1,0,30
77700229,ALFIN 50MG X 1 COM,8000000089,75000000133,560000006,890000671,410000001,F-9430/21,0,0,0,1,0,1
77700234,ALGIAFIN 100MG/ML X 15 ML,8000000091,75000000024,560000038,890000612,410000002,F-6450/20,0,0,0,0,0,15
77700238,ALGIASOL FORTE 200MG/5ML X 100 ML,8000000091,75000000024,560000041,890000465,410000002,F-17721/19,0,0,0,0,0,100
77700240,ALIVAX 75MG X 30 COM,8000000035,75000000020,560000006,890000641,410000001,F-22346/20,0,0,0,1,0,30
77700245,ALIVIDOL 500MG X 24 COM,8000000126,75000000024,560000006,890000612,410000002,F-24017/18,0,0,0,1,0,24
77700246,ALIZON 20 X 28 COM,8000000161,75000000042,560000006,890000266,410000004,F-25518/20,0,0,0,1,0,28
77700247,ALL OUT PIOJOS X 150 ML,8000000102,75000000253,560000028,890000234,410000002,,0,0,0,0,0,150
77700248,ALL OUT PIOJOS PREVENTIVO X 120 ML,8000000102,75000000253,560000028,#N/A,410000002,,0,0,0,0,0,120
77700251,ALLEDRYL-D X 120 ML,8000000141,75000000059,560000021,890000516,410000001,F-13671/19,0,0,0,0,0,120
77700277,ALOELAX X 50 CAP,8000000096,75000000230,560000003,890000089,410000002,N-102/16,0,0,0,0,0,50
77700280,ALOPEK 5% X 100 G,8000000111,75000000015,560000012,890000572,410000001,F-22871/21,0,0,0,0,0,100
77700282,ALOPEK 5% X 60 ML,8000000111,75000000015,560000038,890000572,410000001,F-22175/20,0,0,0,0,0,60
77700284,ALOPURINOL 100MG X 20 COM,8000000114,75000000052,560000006,890000091,410000001,F-15164/20,0,0,0,1,1,20
77700285,ALOPURINOL 100MG X 20 COM,8000000126,75000000052,560000006,890000091,410000001,F-25738/20,0,0,0,1,1,20
77700288,ALOPURINOL 300MG X 20 COM,8000000114,75000000052,560000006,890000091,410000001,F-15166/20,0,0,0,1,1,20
77700289,ALOPURINOL 300MG X 30 COM,8000000166,75000000052,560000006,890000091,410000001,F-26213/21,0,0,0,1,1,30
77700299,ALTA ZINC 5MG/ML X 30 ML,8000000161,75000000182,560000038,890000736,410000001,F-16743/18,0,0,0,0,0,30
77700300,"ALTAD 1,000U I X 30 CAP",8000000059,75000000273,560000003,890000730,410000001,F-25605/20,0,0,0,0,0,30
77700301,"ALTAD 15,000U I X 4 CAP",8000000059,75000000273,560000003,890000730,410000001,F-25908/21,0,0,0,0,0,4
77700304,ALTAZINC 15MG X 40 COM,8000000161,75000000182,560000006,890000736,410000001,F-16712/18,0,0,0,0,0,40
77700306,ALTRULINE 100MG X 30 COM,8000000153,75000000128,560000006,890000670,410000001,F-2556/19,0,0,0,0,0,30
77700307,ALTRULINE 50MG X 30 COM,8000000153,75000000128,560000006,890000670,410000001,F-10592/21,0,0,0,0,0,30
77700308,ALTRULINE 50MG X 60 COM,8000000153,75000000128,560000006,890000670,410000001,F-10592/21,0,0,0,0,0,60
77700318,AMBILAN BID 400MG/57MG X 70 ML,8000000035,75000000204,560000032,890000024,410000003,F-14358/19,0,0,0,0,0,70
77700319,AMBILAN BID 875MG/125MG X 14 COM,8000000035,75000000204,560000006,890000024,410000003,F-17072/18,0,0,0,0,0,14
77700320,AMBILAN BID 875MG/125MG X 20 COM,8000000035,75000000204,560000006,890000024,410000003,F-17072/18,0,0,0,0,0,20
77700321,AMBILAN BID FORTE 800MG/57MG X 90 ML,8000000035,75000000204,560000032,890000024,410000003,F-22890/21,0,0,0,0,0,90
77700328,AMBROXOL ADULTO 30MG/5ML X 100 ML,8000000005,75000000077,560000021,890000095,410000002,F-6510/20,0,0,0,0,1,100
77700330,AMBROXOL INFANTIL 15MG/5ML X 100 ML,8000000005,75000000077,560000021,890000095,410000002,F-6509/20,0,0,0,0,1,100
77700331,AMERICANO ALGODON HIDROFILO PRENSADO X 50 G,#N/A,75000000013,#N/A,#N/A,410000002,,0,0,0,0,0,50
77700332,AMIKACINA 500MG/2ML X 1 AMP,8000000156,75000000017,560000038,890000096,410000000,F-10848/21,0,0,0,0,1,1
77700336,AMINOXINE PLUS X 60 CAP,8000000108,75000000186,560000003,890000043,410000002,,0,0,0,0,0,60
77700337,AMINTA 75MCG X 28 COM,8000000161,75000000042,560000006,890000303,410000001,F-25063/19,0,0,0,1,0,28
77700339,AMIODARONA 200MG X 20 COM,8000000114,75000000036,560000006,890000098,410000001,F-6854/20,0,0,0,0,1,20
77700346,AMLODIPINO 10MG X 30 COM,8000000007,75000000057,560000006,890000099,410000001,F-23833/18,0,0,0,1,1,30
77700347,AMLODIPINO 10MG X 30 COM,8000000034,75000000057,560000006,890000099,410000001,F-8712/16,0,0,0,0,1,30
77700348,AMLODIPINO 10MG X 30 COM,8000000114,75000000057,560000006,890000099,410000001,F-15691/16,0,0,0,1,1,30
77700349,AMLODIPINO 10MG X 30 COM,8000000166,75000000057,560000006,890000099,410000001,F-22800/21,0,0,0,1,1,30
77700352,AMLODIPINO 5MG X 30 COM,8000000126,75000000057,560000006,890000099,410000001,F-17235/18,0,0,0,0,1,30
77700353,AMLODIPINO 5MG X 30 COM,8000000104,75000000057,560000006,890000099,410000001,F-19664/17,0,0,0,1,1,30
77700356,AMLODIPINO 5MG X 30 COM,8000000034,75000000057,560000006,890000099,410000001,F-8713/16,0,0,0,0,1,30
77700357,AMLODIPINO 5MG X 30 COM,8000000114,75000000057,560000006,890000099,410000001,F-15692/16,0,0,0,1,1,30
77700359,AMLODIPINO 5MG X 30 COM,8000000035,75000000057,560000006,890000099,410000001,F-13870/19,0,0,0,0,1,30
77700360,AMLODIPINO 5MG X 60 COM,8000000114,75000000057,560000006,890000099,410000001,F-15692/16,0,0,0,1,1,30
77700361,AMLODIPINO 5MG X 60 COM,8000000126,75000000057,560000006,890000099,410000001,F-16872/18,0,0,0,1,1,60
77700364,AMOBIOTIC 1G X 14 COM,8000000035,75000000204,560000006,890000106,410000003,F-7126/20,0,0,0,0,0,14
77700366,AMOBIOTIC 500MG/5ML X 120 ML,8000000035,75000000204,560000032,890000106,410000003,F-22897/21,0,0,0,0,0,120
77700369,AMOVAL 1G X 14 COM,8000000161,75000000204,560000006,890000106,410000003,F-5515/20,0,0,0,1,0,14
77700370,AMOVAL 1G X 20 COM,8000000161,75000000204,560000006,890000106,410000003,F-5515/20,0,0,0,1,0,20
77700373,AMOVAL 500MG/5ML X 100 ML,8000000161,75000000204,560000032,890000106,410000003,F-5517/20,0,0,0,0,0,100
77700375,AMOVAL DUO 1000MG/5ML X 120 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,120
77700376,AMOVAL DUO 1000MG/5ML X 50 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,50
77700377,AMOVAL DUO 1000MG/5ML X 90 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,90
77700378,AMOVAL DUO 400MG/5ML X 70 ML,8000000161,75000000204,560000032,890000106,410000003,F-3594/20,0,0,0,0,0,70
77700381,AMOVAL DUO 800MG/5ML X 70 ML,8000000161,75000000204,560000032,890000106,410000003,F-10226/16,0,0,0,0,0,70
77700382,"AMOXICILINA 250MG/ACIDO CLAVULANICO 62,5MG X 60 ML",8000000086,75000000204,560000032,890000024,410000003,F-25559/20,0,0,0,0,1,60
77700383,AMOXICILINA 250MG/5ML X 60 ML,8000000039,75000000204,560000032,890000106,410000003,,0,0,0,0,1,60
77700384,AMOXICILINA 250MG/5ML X 60 ML,8000000114,75000000204,560000032,890000106,410000003,F-15181/20,0,0,0,0,1,60
77700386,AMOXICILINA 250MG/5ML X 60 ML,8000000086,75000000204,560000032,890000106,410000003,F-26249/21,0,0,0,0,1,60
77700387,AMOXICILINA 250MG/5ML X 60 ML,8000000126,75000000204,560000032,890000106,410000003,F-22246/20,0,0,0,0,1,60
77700388,AMOXICILINA 500MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000086,75000000204,560000006,890000024,410000003,F-22915/16,0,0,0,1,1,20
77700397,AMOXICILINA 500MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000126,75000000204,560000006,890000024,410000003,F-23293/17,0,0,0,1,1,20
77700399,AMOXICILINA 500MG X 21 CAP,8000000022,75000000204,560000003,890000106,410000003,F-18307/20,0,0,0,1,1,21
77700400,AMOXICILINA 500MG X 21 CAP,8000000126,75000000204,560000003,890000106,410000003,F-21808/20,0,0,0,0,1,21
77700403,AMOXICILINA 500MG X 21 CAP,8000000007,75000000204,560000003,890000106,410000003,F-22231/20,0,0,0,1,1,21
77700407,AMOXICILINA 500MG X 21 CAP,8000000114,75000000204,560000003,890000106,410000003,F-15189/20,0,0,0,1,1,21
77700409,AMOXICILINA 500MG X 21 CAP,8000000044,75000000204,560000003,890000106,410000003,F-23749/23,0,0,0,1,1,21
77700410,AMOXICILINA 500MG X 6 CAP,8000000007,75000000204,560000003,890000106,410000003,F-22231/20,0,0,0,1,1,6
77700411,AMOXICILINA 500MG/5ML X 60 ML,8000000126,75000000204,560000032,890000106,410000003,F-22251/20,0,0,0,0,1,60
77700412,AMOXICILINA 500MG/5ML X 60 ,8000000044,75000000204,560000032,890000106,410000003,F-25392/20,0,0,0,0,1,60
77700414,AMOXICILINA 750MG X 10 COM,8000000035,75000000204,560000006,890000106,410000003,F-3873/20,0,0,0,0,1,10
77700415,AMOXICILINA 750MG X 10 COM,8000000114,75000000204,560000006,890000106,410000003,F-6857/20,0,0,0,1,1,10
77700416,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000137,75000000204,560000006,890000024,410000001,F-25637/20,0,0,0,1,1,14
77700417,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000007,75000000204,560000006,890000024,410000003,F-20795/19,0,0,0,1,1,14
77700420,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000126,75000000204,560000006,890000024,410000003,F-22321/20,0,0,0,1,1,14
77700423,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000126,75000000204,560000006,890000024,410000003,F-22321/20,0,0,0,1,1,20
77700425,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000107,75000000204,560000006,890000024,410000001,F-25247/20,0,0,0,1,1,20
77700427,AMOXICILINA 500MG/5ML X 60 ML,8000000126,75000000204,560000041,890000106,410000003,F-22251/20,0,0,0,1,1,60
77700429,AMPARAX 2MG X 25 COM,8000000180,75000000031,560000006,890000517,410000005,F-5986/20,0,0,0,0,0,25
77700432,AMPINO 10MG X 30 COM,8000000161,75000000057,560000006,890000099,410000001,F-20379/18,0,0,0,1,0,30
77700433,AMPINO 5MG X 30 COM,8000000161,75000000057,560000006,890000099,410000001,F-20381/18,0,0,0,1,0,30
77700435,AMPLEX 5MG/160MG X 30 COM,8000000035,75000000057,560000006,890000103,410000001,F-19051/21,1,0,0,1,0,30
77700437,ANACIN CLASICO X 2 COM,8000000180,75000000053,560000006,890000012,410000002,F-21081/19,0,0,0,0,0,2
77700438,ANACIN CLASICO X 30 COM,8000000180,75000000053,560000006,890000012,410000002,F-21081/19,0,0,0,0,0,30
77700439,ANACIN CLASICO X 50 COM,8000000180,75000000053,560000006,890000012,410000002,F-21081/19,0,0,0,0,0,50
77700440,ANACIN CLASICO X 8 COM,8000000082,75000000053,560000006,890000012,410000002,F-21081/19,0,0,0,0,0,8
77700442,ANAGEN 5% X 100ML CAPILAR,8000000040,75000000015,560000028,890000572,410000001,F-16967/18,0,0,0,0,0,100
77700452,"ANALGESICO DENTAL 85% X 3,7 ML",8000000085,75000000029,560000038,890000378,410000002,F-2461/19,0,0,0,0,0,4
77700454,ANALGEX 100MG/ML X 20 ML,8000000000,75000000019,560000038,890000707,410000000,F-17408/19,0,0,0,0,0,20
77700458,"ANESTALCON 0,5% X 15 ML",8000000001,75000000028,560000038,890000645,410000001,F-2798/19,0,0,1,0,0,15
77700459,ANFEBUTAMONA 150MG X 30 COM,8000000059,75000000128,560000006,890000108,410000000,F-26326/21,0,0,0,1,0,30
77700461,ANFIBOL 5MG X 30 COM,8000000000,75000000056,560000006,890000587,410000001,F-17006/18,0,0,0,1,0,30
77700463,ANGELIQ X 28 COM,8000000016,75000000245,560000006,890000337,410000001,F-14968/20,0,0,0,0,0,28
77700465,ANIDULAFUNGINA 100MG X 1 AMP,8000000095,75000000236,560000027,890000109,410000001,F-24924/19,0,0,1,0,1,1
77700468,ANOVULATORIOS X 21 COM,8000000005,75000000042,560000006,890000373,410000004,F-15238/20,0,0,0,0,1,21
77700471,ANTABUS 500MG X 24 COM,8000000065,75000000264,560000006,890000328,410000000,F-1431/18,0,0,0,0,0,24
77700478,ANTIAX X 6 COM,8000000161,75000000032,560000006,890000522,410000002,F-5447/20,0,0,0,0,0,6
77700486,ANULETTE CD X 28 COM,8000000167,75000000042,560000006,890000373,410000004,F-11458/21,0,0,0,0,0,28
77700492,APEPLUS 1MG X 30 COM,8000000000,75000000015,560000006,890000397,410000001,F-1906/19,0,0,0,1,0,30
77700493,APEPLUS 1MG X 90 COM,8000000000,75000000015,560000006,890000397,410000001,F-1906/19,0,0,0,1,0,90
77700494,APETICAT X 100 ML,8000000047,75000000187,560000021,890000216,410000002,,0,0,0,0,0,100
77700495,APETIPET X 100 ML,8000000047,75000000187,560000021,890000215,410000002,,0,0,0,0,0,100
77700497,APETROL X 120 ML,8000000108,75000000132,560000021,890000243,410000001,F-7765/21,0,0,0,0,0,120
77700508,AQUAFRESH TRIPLE PROTECCION MENTA X 126 G,#N/A,75000000201,560000031,#N/A,410000002,,0,0,0,0,0,126
77700509,"AQUAFRESH WHITENING X 96,75 G",#N/A,75000000201,560000031,#N/A,410000002,,0,0,0,0,0,97
77700510,AQUAREST 250MG X 10 CAP,8000000086,75000000046,560000003,890000642,410000002,B-2648/21,0,0,0,0,0,10
77700511,AQUAREST 250MG X 10 SOB,8000000086,75000000046,560000032,890000642,410000002,B-2653/21,0,0,0,0,0,10
77700514,ARADIX 10MG X 30 COM,8000000000,75000000130,560000006,890000560,410000006,F-7553/21,0,0,0,0,0,30
77700515,ARADIX 20MG X 30 COM,8000000000,75000000130,560000006,890000560,410000006,F-7302/20,0,0,0,0,0,30
77700519,ARCOLANE 2% X 100 ML,8000000072,75000000251,560000036,890000476,410000003,F-9852/16,0,0,0,0,0,100
77700520,ARCOXIA 120MG X 7 COM,8000000113,75000000024,560000006,890000376,410000001,F-16809/18,0,0,0,0,0,7
77700521,ARCOXIA 60MG X 14 COM,8000000129,75000000024,560000006,890000376,410000001,F-22773/21,0,0,0,0,0,14
77700524,ARGIUM 200MG X 10 CAP,8000000035,75000000024,560000003,890000227,410000001,F-23628/17,0,0,0,1,0,10
