1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
77700033,ACEITX20,7800044000416,4934,$4.300,ACEITE RICINO PURO X 20 G,N-475/19,RICINO,890000657,VALMA,8000000175,"99,45G/100G",ACEITE,ACEITE,560000000,0,20,100 G,65000000000,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,0,1963
77700032,ACEITX20,7800044000423,4933,#N/A,ACEITE RICINO PURO X 20 G,N-475/19,RICINO,890000657,VALMA,8000000175,"99,45G/100G",ACEITE,ACEITE,560000000,0,20,100 G,65000000000,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,0,
77700038,ACERD10X30,7800026015261,5248,#N/A,ACERDIL 10MG X 30 COM,F-5654/20,LISINOPRIL,890000511,ABBOTT,8000000000,10MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIHIPERTENSIVOS,75000000056,MRE,410000001,0,0,0,1,
77700039,ACERD20X30,7800026019184,5232,#N/A,ACERDIL 20MG X 30 COM,F-5655/20,LISINOPRIL,890000511,ABBOTT,8000000000,20MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIHIPERTENSIVOS,75000000056,MRE,410000001,0,0,0,1,
77700040,ACERD5X30,7800026015223,5249,#N/A,ACERDIL 5MG X 30 COM,F-5656/20,LISINOPRIL,890000511,ABBOTT,8000000000,5MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES,75000000057,MRE,410000001,0,0,0,1,
77700045,ACETA250X20,7800063111032,4525,$4.700,ACETAZOLAMIDA 250MG X 20 COM,F-4329/20,ACETAZOLAMIDA,890000006,MINTLAB,8000000114,250MG,COMPRIMIDOS,COM.,560000006,0,20,UNIDAD,65000000003,DIURETICOS,75000000123,MRE,410000001,0,0,0,0,1960
77700043,ACETA250X20,7800086743302,4273,#N/A,ACETAZOLAMIDA 250MG X 20 COM,F-7494/21,ACETAZOLAMIDA,890000006,BPH,8000000027,250MG,COMPRIMIDOS,COM.,560000006,0,20,UNIDAD,65000000003,DIURETICOS,75000000123,MRE,410000001,0,0,0,0,
77700044,ACETA250X20,7800007112583,5704,#N/A,ACETAZOLAMIDA 250MG X 20 COM,F-983/18,ACETAZOLAMIDA,890000006,CHILE,8000000035,250MG,COMPRIMIDOS,COM.,560000006,0,20,UNIDAD,65000000003,DIURETICOS,75000000123,MRE,410000001,0,0,0,0,
77700046,ACETIX30,6419587204451,7642,#N/A,ACETIUM X 30 COM,,L-CISTEINA|SORBITOL|XILITOL,890000480,MEDSTYLE,8000000109,"224MG;250MG;3MG;5MG;7,5MG",COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,TRATAMIENTOS PARA DEJAR DE FUMAR,75000000263,NP,410000002,0,0,0,1,
77700047,ACETOX60,7805287060609,1972,#N/A,ACETONA PURA X 60 ML,,ACETONA,890000008,GENERICO,8000000077,100%,SOLUCION,SOL.,560000038,1,60,100 ML,65000000001,DESMAQUILLANTES,75000000116,NP,410000002,0,0,0,1,
77700048,ACEVIX30,7800026012000,5260,#N/A,ACEVIT X 30 ML,F-5778/20,ERGOVIT D|VIT A|VIT C,890000353,ABBOTT,8000000000,"2,75MG/0,6ML;0,025MG/0,6ML;75MG/0,6ML",SOLUCION ORAL PARA GOTAS,SOL.,560000038,1,30,100 ML,65000000001,MULTIVITAMINICOS Y MINERALES,75000000187,MRE,410000001,0,0,0,1,
77700049,ACICL200X24,7800063116372,4506,$6.000,ACICLOVIR 200MG X 24 COM,F-9863/21,ACICLOVIR,890000009,MINTLAB,8000000114,200MG,COMPRIMIDOS,COM.,560000006,0,24,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,1959
77700050,ACICL200X25,7804620830183,3680,#N/A,ACICLOVIR 200MG X 25 COM,F-8516/21,ACICLOVIR,890000009,CHILE,8000000035,200MG,COMPRIMIDOS,COM.,560000006,0,25,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,
77700052,ACICL400X32,8903726209608,342,$6.400,ACICLOVIR 400MG X 32 COM,F-22710/21,ACICLOVIR,890000009,SEVEN PHARMA,8000000166,400MG,COMPRIMIDOS,COM.,560000006,0,32,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,1958
77700058,ACICL400X35,7804620830190,3679,#N/A,ACICLOVIR 400MG X 35 COM,F-8518/21,ACICLOVIR,890000009,CHILE,8000000035,400MG,COMPRIMIDOS,COM.,560000006,0,35,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,
77700055,ACICL400X35,7800063111995,4514,#N/A,ACICLOVIR 400MG X 35 COM,F-13105/18,ACICLOVIR,890000009,MINTLAB,8000000114,400MG,COMPRIMIDOS,COM.,560000006,0,35,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,
77700056,ACICL400X35,7800046002180,4895,#N/A,ACICLOVIR 400MG X 35 COM,F-18277/20,ACICLOVIR,890000009,EUROFARMA,8000000059,400MG,COMPRIMIDOS,COM.,560000006,0,35,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,0,0,0,0,
77700061,ACICL5X15,7800007155719,5691,$1.700,ACICLOVIR 5% X 15G CREM,F-3865/20,ACICLOVIR,890000009,CHILE,8000000035,5%,CREMA DERMICA,CREM.,560000007,0,15,100 G,65000000000,TOPICOS,75000000251,APR,410000003,0,0,0,0,
77700062,ACICL5X15,7804620832781,3651,#N/A,ACICLOVIR 5% X 15G CREM,F-20822/19,ACICLOVIR,890000009,OPKO,8000000126,5%,CREMA TOPICA,CREM.,560000007,0,15,100 G,65000000000,TOPICOS,75000000251,APR,410000003,0,0,0,0,
77700064,ACICL5X5,7804650883784,3381,#N/A,ACICLOVIR 5% X 5G CREM,F-24737/19,ACICLOVIR,890000009,ASCEND,8000000007,5%,CREMA TOPICA,CREM.,560000007,0,5,100 G,65000000000,TOPICOS,75000000251,APR,410000003,0,0,0,0,
77700065,ACICL5X5,7800063160016,4471,#N/A,ACICLOVIR 5% X 5G CREM,F-3865/20,ACICLOVIR,890000009,CHILE,8000000035,5%,CREMA DERMICA,CREM.,560000007,0,5,100 G,65000000000,TOPICOS,75000000251,APR,410000003,0,0,0,0,
77700066,ACICL800X30,8903726209615,341,$30.500,ACICLOVIR 800MG X 30 COM,F-22712/21,ACICLOVIR,890000009,SEVEN PHARMA,8000000166,800MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,SISTEMICOS,75000000236,APR,410000003,1,0,0,0,1955
77700068,ACIDO100X100,7804620833849,3629,#N/A,ACIDO ACETILSALICILICO 100MG X 100 COM,F-25681/20,ACIDO ACETILSALICILICO,890000011,OPKO,8000000126,100MG,COMPRIMIDOS,COM.,560000006,0,100,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,NP,410000002,1,0,0,0,
77700070,ACIDO100X100,7800068030031,4355,#N/A,ACIDO ACETILSALICILICO 100MG X 100 COM,F-6406/20,ACIDO ACETILSALICILICO,890000011,PASTEUR,8000000131,100MG,COMPRIMIDOS MASTICABLES,COM.,560000006,0,100,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,NP,410000002,1,0,0,0,
77700072,ACIDO500X20,7804640561043,3494,#N/A,ACIDO ACETILSALICILICO 500MG X 20 COM,F-23353/17,ACIDO ACETILSALICILICO,890000011,HOSPIFARMA,8000000086,500MG,COMPRIMIDOS,COM.,560000006,0,20,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,NP,410000002,1,0,0,0,
77700073,ACIDO1X30,7800078000703,4303,#N/A,ACIDO FOLICO 1MG X 30 COM,F-24580/19,ACIDO FOLICO,890000026,B&B,8000000012,1MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIANEMICOS,75000000034,MRE,410000001,0,0,0,0,
77700075,ACIDO500X120,782150965100,9023,#N/A,ACIDO FOLICO 500MCG X 120 PORCIONES,,ACIDO FOLICO,890000026,DULZURA NATURAL,8000000049,500MCG,POLVO PARA SUSPENSION ORAL,POLV.,560000032,0,120,DOSIS,65000000002,VITAMINA B,75000000271,NP,410000002,0,0,0,0,
77700074,ACIDO5X30,7800078000710,4302,#N/A,ACIDO FOLICO 5MG X 30 COM,F-24631/19,ACIDO FOLICO,890000026,B&B,8000000012,5MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIANEMICOS,75000000034,MRE,410000001,0,0,0,0,1952
77700081,ACIDOX1,9998874432229,128,#N/A,ACIDO SALICILICO X 1G SOB,,ACIDO SALICILICO,890000045,QUIMNATURA,8000000144,1G,POLVO,POLV.,560000032,0,1,100 G,65000000000,ACIDO SALICILICO,75000000006,NP,410000002,0,0,0,1,
77700083,ACIDO200X30,7800018157016,5403,$5.600,ACIDO VALPROICO 200MG X 30 COM,F-14446/20,ACIDO VALPROICO,890000052,ANDROMACO,8000000005,200MG,COMPRIMIDOS RECUBRIMIENTO ENTERICO,COM.,560000006,0,30,UNIDAD,65000000003,ANTICONVULSIVANTES,75000000043,MRE,410000001,0,0,0,0,1948
77700082,ACIDO200X30,7800078010221,4297,#N/A,ACIDO VALPROICO 200MG X 30 COM,F-14446/20,ACIDO VALPROICO,890000052,ANDROMACO,8000000005,200MG,COMPRIMIDOS RECUBRIMIENTO ENTERICO,COM.,560000006,0,30,UNIDAD,65000000003,ANTICONVULSIVANTES,75000000043,MRE,410000001,0,0,0,0,
77700085,ACIDO250X20,7800018000930,5437,$4.300,ACIDO VALPROICO 250MG X 20 COM,F-15806,ACIDO VALPROICO,890000052,ANDROMACO,8000000005,250MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,20,UNIDAD,65000000003,ANTICONVULSIVANTES,75000000043,WP,410000004,0,0,0,0,1947
77700084,ACIDO250X20,7800018000299,5440,#N/A,ACIDO VALPROICO 250MG X 20 COM,F-15806/21,MAGNESIO|VALPROATO,890000528,ANDROMACO,8000000005,250MG,COMPRIMIDOS RECUBRIMIENTO ENTERICO,COM.,560000006,0,20,UNIDAD,65000000003,ANTICONVULSIVANTES,75000000043,MRE,410000001,0,0,0,1,
77700086,ACIDO375X25,7800018157030,5401,#N/A,"ACIDO VALPROICO 37,5MG/ML X 25 ML",F-11377/21,ACIDO VALPROICO,890000052,ANDROMACO,8000000005,"37,5MG/ML",SOLUCION ORAL PARA GOTAS,SOL.,560000038,1,25,100 ML,65000000001,ANTICONVULSIVANTES,75000000043,MRE,410000001,0,0,0,0,
77700088,ACIDO500X30,7800018157023,5402,$7.700,ACIDO VALPROICO 500MG X 30 COM,F-15807/21,ACIDO VALPROICO,890000052,ANDROMACO,8000000005,500MG,COMPRIMIDOS RECUBRIMIENTO ENTERICO,COM.,560000006,0,30,UNIDAD,65000000003,ANTICONVULSIVANTES,75000000043,MRE,410000001,0,0,0,0,1946
77700093,ACNER20X30,7800007804365,5546,#N/A,ACNERAL 20MG X 30 CAP,F-22419/21,ISOTRETINOINA,890000473,CHILE,8000000035,20MG,CAPSULAS BLANDAS,CAPS.,560000003,0,30,UNIDAD,65000000003,ANTIACNE,75000000033,RMRSCS,410000000,1,0,0,1,1944
77700094,ACNOT10X30,7800028002740,5134,#N/A,ACNOTIN 10MG X 30 CAP,F-14213/19,ISOTRETINOINA,890000473,BAGO,8000000014,10MG,CAPSULAS BLANDAS,CAPS.,560000003,0,30,UNIDAD,65000000003,ANTIACNE,75000000033,RMRSCS,410000000,1,0,0,1,
77700095,ACNOT20X30,7800028002757,5133,#N/A,ACNOTIN 20MG X 30 CAP,F-14214/19,ISOTRETINOINA,890000473,BAGO,8000000014,20MG,CAPSULAS BLANDAS,CAPS.,560000003,0,30,UNIDAD,65000000003,ANTIACNE,75000000033,RMRSCS,410000000,1,0,0,1,
77700097,ACOTOX28,7800026547861,5168,$14.900,ACOTOL X 28 COM,F-18033/20,DIENOGEST|ETINILESTRADIOL,890000320,ABBOTT,8000000000,"2MG;0,03MG",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,1,0,0,1,1943
77700101,ACTAN20X60,7800060003682,4747,#N/A,ACTAN 20MG X 60 CAP,F-5446/20,FLUOXETINA,890000410,EUROLAB,8000000060,20MG,CAPSULAS,CAPS.,560000003,0,60,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,1,
77700103,ACTEBX28,7800026015070,5251,#N/A,ACTEBRAL X 28 CAP,F-5657/20,GABA,890000420,ABBOTT,8000000000,"150MG;0,20MG;50MG",CAPSULAS BLANDAS,CAPS.,560000003,0,28,UNIDAD,65000000003,ESTIMULANTES CEREBRALES,75000000130,MRE,410000001,0,0,0,1,
77700104,ACTIG500X30,7800028009381,5122,#N/A,ACTIGERON 500MG X 30 COM,F-2022/19,ACETILCARNITINA,890000007,BAGO,8000000014,500MG,COMPRIMIDOS RECUBRIMIENTO ENTERICO,COM.,560000006,0,30,UNIDAD,65000000003,TRATAMIENTOS ALZHEIMER,75000000256,MRE,410000001,0,0,0,1,
77700106,ACTIVX30,7804616660077,3726,$4.000,ACTIV ON ADULTO X 30 CAP,,,#N/A,,#N/A,,CAPSULAS,CAPS.,560000003,0,30,UNIDAD,65000000003,MULTIVITAMINICOS Y MINERALES,75000000187,NP,410000002,0,0,0,1,1941
77700109,ACTIV21X21,7804629440079,3561,#N/A,ACTIVA 21 X 21 ,F-18192/20,ETINILESTRADIOL|LEVONORGESTREL,890000373,BIOSYNTEC,8000000022,"0,15MG;0,03MG",GRAGEAS,GRAG.,560000015,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77700113,ACTRO400X10,7793640216094,6103,#N/A,ACTRON 400MG X 10 CAP,F-14035/19,IBUPROFENO,890000465,BAYER,8000000016,400MG,CAPSULAS BLANDAS,CAPS.,560000003,0,10,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,
77700115,ACTRO400X20,7793640992479,6095,#N/A,ACTRON 400MG X 20 CAP,F-14035/19,IBUPROFENO,890000465,BAYER,8000000016,400MG,CAPSULAS BLANDAS,CAPS.,560000003,0,20,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,
77700118,ACTRO600X10,7793640216100,6102,#N/A,ACTRON 600MG X 10 CAP,F-14758/20,IBUPROFENO,890000465,BAYER,8000000016,600MG,CAPSULAS BLANDAS,CAPS.,560000003,0,10,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,1936
77700119,ACTRO600X2,7793640992486,6094,$1.000,ACTRON 600MG X 2 CAP,F-14758/20,IBUPROFENO,890000465,BAYER,8000000016,600MG,CAPSULAS BLANDAS,CAPS.,560000003,0,2,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,1935
77700120,ACTRO600X20,7793640992462,6096,#N/A,ACTRON 600MG X 20 CAP,F-14758/20,IBUPROFENO,890000465,BAYER,8000000016,600MG,CAPSULAS BLANDAS,CAPS.,560000003,0,20,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,
77700126,ACUOD50000X2,7800026004791,5302,#N/A,ACUODE 50000UI X 2 SOB,F-22241/20,VIT D,890000730,ABBOTT,8000000000,50000UI,POLVO PARA SOLUCION ORAL,POLV.,560000032,0,2,UNIDAD,65000000003,VITAMINA D,75000000273,MRE,410000001,0,0,0,1,1933
77700129,ADAPA01X30,7804664340679,3163,#N/A,"ADAPALENO 0,1% X 30 G",F-25537/20,ADAPALENO,890000053,GLOBAL PHARMA,8000000080,"0,10%",GEL TOPICO,GEL.,560000013,0,30,100 G,65000000000,ANTIACNE,75000000033,MRE,410000001,0,0,0,1,
77700130,ADESN500X10,22130022,9863,#N/A,ADESNA 500MG X 10 COM,F-13450/18,ACIDO MEFENAMICO,890000042,MINTLAB,8000000114,500MG,COMPRIMIDOS,COM.,560000006,0,10,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,1,0,0,1,
77700131,ADIAM01X30,7800026005521,5297,#N/A,"ADIAMIL 0,1% X 30 CREM",F-14542/20,ADAPALENO,890000053,ABBOTT,8000000000,"0,10%",CREMA DERMICA,CREM.,560000007,0,30,100 G,65000000000,ANTIACNE,75000000033,MRE,410000001,0,0,0,1,
77700133,ADOLEX10,7800050002626,4838,#N/A,ADOLEX PLUS X 10 COM,F-13981/19,ALANTOINA|CETILPIRIDINIO|NOSCAPINA,890000064,MEDIPHARM,8000000108,"10MG;2,5MG;10MG",COMPRIMIDOS DE DISOLUCION BUCAL,COM.,560000006,0,10,UNIDAD,65000000003,ANTISEPTICOS BUCALES,75000000073,NP,410000002,0,0,0,1,
77700134,ADOLEX10,7800050002619,4839,#N/A,ADOLEX X 10 COM,F-20571/18,ALANTOINA|CETILPIRIDINIO,890000063,MEDIPHARM,8000000108,"10MG;2,5MG",COMPRIMIDOS DE DISOLUCION BUCAL,COM.,560000006,0,10,UNIDAD,65000000003,ANTISEPTICOS BUCALES,75000000073,NP,410000002,0,0,0,1,
77700135,ADOPL125X10,7809604501011,1324,#N/A,ADOPLAN 125MG X 10 COM,F-9293/16,CLONIXINIO,890000254,ESAN,8000000055,125MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,10,UNIDAD,65000000003,"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS",75000000024,MRE,410000001,0,0,0,1,
77700136,ADORL2525X10,7861073970613,1268,$6.500,ADORLAN 25MG/25MG X 10 COM,F-25367/20,DICLOFENACO|TRAMADOL,890000319,GRUNENTHAL,8000000081,25MG;25MG,COMPRIMIDOS,COM.,560000006,0,10,UNIDAD,65000000003,ANALGESICOS OPIOIDES,75000000019,RMRSCS,410000000,0,0,0,1,1932
77700142,ADROX5005X100,7800007727534,5622,#N/A,ADROXEF 500MG/5ML X 100 ML,F-12082/17,CEFADROXILO,890000222,CHILE,8000000035,500MG/5ML,POLVO PARA SUSPENSION ORAL,POLV.,560000032,1,100,100 ML,65000000001,CEFALOSPORINAS,75000000093,RMRSCS,410000000,0,0,0,1,
77700143,AERIU255X100,7800019010860,5363,#N/A,"AERIUS 2,5MG/5ML X 100 ML",F-25404/20,DESLORATADINA,890000302,MERCK SHARP&DOHME,8000000113,"2,5MG/5ML",JARABE,JAR.,560000021,1,100,100 ML,65000000001,ANTIHISTAMINICOS ,75000000059,MRE,410000001,0,0,0,1,
77700144,AERIU255X120,7800019000199,5368,#N/A,"AERIUS 2,5MG/5ML X 120 ML",F-24809/19,DESLORATADINA,890000302,MERCK SHARP&DOHME,8000000113,"2,5MG/5ML",SOLUCION ORAL,SOL.,560000038,1,120,100 ML,65000000001,ANTIHISTAMINICOS ,75000000059,MRE,410000001,0,0,0,1,
77700150,AEROX20,7800046005112,4879,$7.000,AERO GASTROL X 20 CAP,F-26652/22,CLORDIAZEPOXIDO|METOCLOPRAMIDA|SIMETICONA,890000257,EUROFARMA,8000000059,5MG;5MG;104MG,CAPSULAS,CAPS.,560000003,0,20,UNIDAD,65000000003,TRATAMIENTOS COLON IRRITABLE,75000000257,MRE,410000001,0,0,0,1,1931
77700147,AEROX20,7800050300012,4829,#N/A,AERO GASTROL X 20 CAP,F-7759/21,CLORDIAZEPOXIDO|METOCLOPRAMIDA|SIMETICONA,890000257,MEDIPHARM,8000000108,5MG;5MG;104MG,CAPSULAS,CAPS.,560000003,0,20,UNIDAD,65000000003,TRATAMIENTOS COLON IRRITABLE,75000000257,MRE,410000001,0,0,0,1,
77700151,AEROCX1,781159095955,9051,#N/A,AEROCAMARA INFANTIL M X 1 UN,,,#N/A,,#N/A,,AEROCAMARA,,#N/A,0,1,UNIDAD,65000000003,AEROCAMARAS,75000000010,NP,410000002,0,0,0,0,1930
77700152,AEROC,7800063000312,4560,$3.600,AEROCAMARA UNIVERSAL CAMARA INH,,,#N/A,,#N/A,,AEROCAMARA,,#N/A,0,1,UNIDAD,65000000003,AEROCAMARAS,75000000010,NP,410000002,0,0,0,1,1929
77700153,AEROFX1,7800007483997,5669,#N/A,AEROFACIDOSE AE ESCOLAR ADULTO X 1 UN,,,#N/A,,#N/A,,AEROCAMARA,,#N/A,0,1,UNIDAD,65000000003,AEROCAMARAS,75000000010,NP,410000002,0,0,0,1,1928
77700154,AEROFX1,7800007484024,5668,#N/A,AEROFACIDOSE AE LACTANTE X 1 UN,,,#N/A,,#N/A,,AEROCAMARA,,#N/A,0,1,UNIDAD,65000000003,AEROCAMARAS,75000000010,NP,410000002,0,0,0,1,1927
77700157,AEROL100X200,7800029002480,5098,$27.500,AEROLIN LF 100MCG X 200DOSIS INH,F-2713/19,SALBUTAMOL,890000664,GSK,8000000082,100MCG/DOSIS,AEROSOL,INH.,560000018,0,200,DOSIS,65000000002,BRONCODILATADORES,75000000091,MRE,410000001,0,0,0,1,
77700158,AEROM355X100,7800050002695,4835,#N/A,AEROMED 35MG/5ML X 100 ML,N-427/21,HEDERA HELIX,890000442,MEDIPHARM,8000000108,35MG/5ML,JARABE,JAR.,560000021,0,100,100 ML,65000000001,SISTEMA RESPIRATORIO,75000000235,NP,410000002,0,0,0,1,
77700160,AEROT20X250,7795373013087,6019,$14.500,AEROTROP 20MCG/DOSIS X 250DOSIS INH,F-17690/19,BROMURO IPRATROPIO,890000172,D&M PHARMA,8000000040,20MCG/DOSIS,AEROSOL,INH.,560000018,0,250,DOSIS,65000000002,BRONCODILATADORES,75000000091,MRE,410000001,0,0,0,1,1925
77700164,AFTAGX20,7800050001766,4852,#N/A,AFTAGEL X 20 G,F-20252/18,BENZOCAINA|CETILPIRIDINIO,890000139,MEDIPHARM,8000000108,"5MG;0,5MG",GEL TOPICO BUCAL,GEL.,560000013,0,20,100 G,65000000000,ANTISEPTICOS BUCALES,75000000073,NP,410000002,0,0,0,1,1923
77700167,AGGLA02X5,736085413182,9110,#N/A,"AGGLAD OFTENO 0,2% X 5 ML",F-12304/17,BRIMONIDINA,890000166,SOPHIA,8000000169,"0,20%",SOLUCION OFTALMICA,SOL.,560000038,1,5,100 ML,65000000001,ANTIGLAUCOMATOSOS,75000000051,MRE,410000001,1,0,0,1,
77700168,AGUA5X1,7800062001907,4574,$1.300,AGUA BIDESTILADA 5ML X 1 AMP,,,#N/A,,#N/A,,AGUA PARA INYECTABLES,INY.,560000019,1,1,UNIDAD,65000000003,SUEROS,75000000241,NP,410000002,0,0,0,0,1922
77700169,AGUAX1000,7800062001853,4578,#N/A,AGUA BIDESTILADA X 1000 ML,F-13887/19,,#N/A,SANDERSON,8000000156,1000ML,SOLUCION INYECTABLE,SOL.,560000038,1,1000,100 ML,65000000001,SUEROS,75000000241,NP,410000002,0,0,0,0,
77700176,AGUAX30,7800038040510,5006,$3.700,AGUA MELISA X 30 ML,,ESENCIA CLAVOS|ESENCIA LIMON|ESENCIA MELISSA,890000358,INSTITUTO SANITAS,8000000089,"0,053G/100ML;0,060G/100ML;0,066G/100ML;0,116G/100ML;0,002G/100ML;0,001G/100ML;0,003G/100ML;0,011G/100ML",SOLUCION ORAL PARA GOTAS,SOL.,560000038,1,30,100 ML,65000000001,SISTEMA NERVIOSO CENTRAL Y PERIFERICO,75000000232,NP,410000002,0,0,0,1,1920
