id,pharmid,nombre,laboratorio_id,categoria_farmacologica_id,forma_farmaceutica_id,principio_activo_id,tipo_receta_id,registro_isp,es_cenabast,es_controlado,es_refrigerado,es_bioequivalente,es_generico,cantidad_por_envase
77700084,ACDOVALPRCO25020COM,ACIDO VALPROICO 250MG X 20 COM,8000000005,75000000043,560000006,890000528,410000001,F-15806/21,0,0,0,0,0,20
77700085,ACDOVALPRCO25020COM,ACIDO VALPROICO 250MG X 20 COM,8000000005,75000000043,560000006,890000052,410000004,F-15806,0,0,0,0,1,20
77700086,ACDOVALPRCO37525ML,"ACIDO VALPROICO 37,5MG/ML X 25 ML",8000000005,75000000043,560000038,890000052,410000001,F-11377/21,0,0,0,0,1,25
77700088,ACDOVALPRCO50030COM,ACIDO VALPROICO 500MG X 30 COM,8000000005,75000000043,560000006,890000052,410000001,F-15807/21,0,0,0,0,1,30
77700093,ACNRAL2030CAP,ACNERAL 20MG X 30 CAP,8000000035,75000000033,560000003,890000473,410000000,F-22419/21,0,0,0,1,0,30
77700094,ACNTIN1030CAP,ACNOTIN 10MG X 30 CAP,8000000014,75000000033,560000003,890000473,410000000,F-14213/19,0,0,0,1,0,30
77700095,ACNTIN2030CAP,ACNOTIN 20MG X 30 CAP,8000000014,75000000033,560000003,890000473,410000000,F-14214/19,0,0,0,1,0,30
77700097,ACTOL28COM,ACOTOL X 28 COM,8000000000,75000000042,560000006,890000320,410000004,F-18033/20,0,0,0,1,0,28
77700101,ACTAN2060CAP,ACTAN 20MG X 60 CAP,8000000060,75000000128,560000003,890000410,410000001,F-5446/20,0,0,0,1,0,60
77700103,ACTBRAL28CAP,ACTEBRAL X 28 CAP,8000000000,75000000130,560000003,890000420,410000001,F-5657/20,0,0,0,0,0,28
77700104,ACTGRON50030COM,ACTIGERON 500MG X 30 COM,8000000014,75000000256,560000006,890000007,410000001,F-2022/19,0,0,0,0,0,30
77700106,ACTIVONADLTO30CAP,ACTIV ON ADULTO X 30 CAP,NULL,75000000187,560000003,NULL,410000002,,0,0,0,0,0,30
77700109,ACTVA2121ACTIVA21X21,ACTIVA 21 X 21 ,8000000022,75000000042,560000015,890000373,410000004,F-18192/20,0,0,0,0,0,21
77700113,ACTRON40010CAP,ACTRON 400MG X 10 CAP,8000000016,75000000024,560000003,890000465,410000001,F-14035/19,0,0,0,0,0,10
77700115,ACTRON40020CAP,ACTRON 400MG X 20 CAP,8000000016,75000000024,560000003,890000465,410000001,F-14035/19,0,0,0,0,0,20
77700118,ACTRON60010CAP,ACTRON 600MG X 10 CAP,8000000016,75000000024,560000003,890000465,410000001,F-14758/20,0,0,0,0,0,10
77700119,ACTRON6002CAP,ACTRON 600MG X 2 CAP,8000000016,75000000024,560000003,890000465,410000001,F-14758/20,0,0,0,0,0,2
77700120,ACTRON60020CAP,ACTRON 600MG X 20 CAP,8000000016,75000000024,560000003,890000465,410000001,F-14758/20,0,0,0,0,0,20
77700126,ACDE500002SOB,ACUODE 50000UI X 2 SOB,8000000000,75000000273,560000032,890000730,410000001,F-22241/20,0,0,0,0,0,2
77700129,ADPLNO0130G,"ADAPALENO 0,1% X 30 G",8000000080,75000000033,560000013,890000053,410000001,F-25537/20,0,0,0,0,0,30
77700130,ADSNA50010COM,ADESNA 500MG X 10 COM,8000000114,75000000024,560000006,890000042,410000001,F-13450/18,0,0,0,1,0,10
77700131,ADMIL0130CRE,"ADIAMIL 0,1% X 30 CREM",8000000000,75000000033,560000007,890000053,410000001,F-14542/20,0,0,0,0,0,30
77700133,ADLEXPLUS10COM,ADOLEX PLUS X 10 COM,8000000108,75000000073,560000006,890000064,410000002,F-13981/19,0,0,0,0,0,10
77700134,ADLEX10COM,ADOLEX X 10 COM,8000000108,75000000073,560000006,890000063,410000002,F-20571/18,0,0,0,0,0,10
77700135,ADPLAN12510COM,ADOPLAN 125MG X 10 COM,8000000055,75000000024,560000006,890000254,410000001,F-9293/16,0,0,0,0,0,10
77700136,ADRLAN252510COM,ADORLAN 25MG/25MG X 10 COM,8000000081,75000000019,560000006,890000319,410000000,F-25367/20,0,0,0,0,0,10
77700142,ADRXEF5005100ML,ADROXEF 500MG/5ML X 100 ML,8000000035,75000000093,560000032,890000222,410000000,F-12082/17,0,0,0,0,0,100
77700143,AERUS255100ML,"AERIUS 2,5MG/5ML X 100 ML",8000000113,75000000059,560000021,890000302,410000001,F-25404/20,0,0,0,0,0,100
77700144,AERUS255120ML,"AERIUS 2,5MG/5ML X 120 ML",8000000113,75000000059,560000038,890000302,410000001,F-24809/19,0,0,0,0,0,120
77700147,AEROGASTROL20CAP,AERO GASTROL X 20 CAP,8000000108,75000000257,560000003,890000257,410000001,F-7759/21,0,0,0,0,0,20
77700150,AEROGASTROL20CAP,AERO GASTROL X 20 CAP,8000000059,75000000257,560000003,890000257,410000001,F-26652/22,0,0,0,0,0,20
77700151,AERCMRAINFNTILM1UN,AEROCAMARA INFANTIL M X 1 UN,NULL,75000000010,NULL,NULL,410000002,,0,0,0,0,1,1
77700152,AERCMRAUNVRSALCAMRAINHINH,AEROCAMARA UNIVERSAL CAMARA INH,NULL,75000000010,NULL,NULL,410000002,,0,0,0,0,0,1
77700153,AERFCDSEAEESCLARADLTO1UN,AEROFACIDOSE AE ESCOLAR ADULTO X 1 UN,NULL,75000000010,NULL,NULL,410000002,,0,0,0,0,0,1
77700154,AERFCDSEAELACTNTE1UN,AEROFACIDOSE AE LACTANTE X 1 UN,NULL,75000000010,NULL,NULL,410000002,,0,0,0,0,0,1
77700157,AERLINLF100200INH,AEROLIN LF 100MCG X 200DOSIS INH,8000000082,75000000091,560000018,890000664,410000001,F-2713/19,0,0,0,0,0,200
77700158,AERMED355100ML,AEROMED 35MG/5ML X 100 ML,8000000108,75000000235,560000021,890000442,410000002,N-427/21,0,0,0,0,0,100
77700160,AERTROP20250INH,AEROTROP 20MCG/DOSIS X 250DOSIS INH,8000000040,75000000091,560000018,890000172,410000001,F-17690/19,0,0,0,0,0,250
77700164,AFTGEL20G,AFTAGEL X 20 G,8000000108,75000000073,560000013,890000139,410000002,F-20252/18,0,0,0,0,0,20
77700167,AGGLADOFTNO025ML,"AGGLAD OFTENO 0,2% X 5 ML",8000000169,75000000051,560000038,890000166,410000001,F-12304/17,0,0,0,1,0,5
77700168,AGUABIDSTLDA51AMP,AGUA BIDESTILADA 5ML X 1 AMP,NULL,75000000241,560000019,NULL,410000002,,0,0,0,0,1,1
77700169,AGUABIDSTLDA1000ML,AGUA BIDESTILADA X 1000 ML,8000000156,75000000241,560000038,NULL,410000002,F-13887/19,0,0,0,0,1,1000
77700176,AGUAMELSA30ML,AGUA MELISA X 30 ML,8000000089,75000000232,560000038,890000358,410000002,,0,0,0,0,0,30
77700182,AKAN1030COM,AKAN 10MG X 30 COM,8000000114,75000000091,560000006,890000578,410000001,F-23598/17,0,0,0,1,0,30
77700184,ALRTBHFA250200INH,ALART B HFA 250MCG/DOSIS X 200DOSIS INH,8000000022,75000000091,560000018,890000133,410000000,F-18141/20,0,0,0,0,0,200
77700188,ALCHOLDESNTRLZDO70250ML,ALCOHOL DESNATURALIZADO 70% X 250 ML,8000000044,75000000237,560000038,890000073,410000002,,0,0,0,0,0,250
77700189,ALCHOLDESNTRLZDO70250ML,ALCOHOL DESNATURALIZADO 70% X 250 ML,8000000054,75000000237,560000038,890000073,410000002,,0,0,0,0,0,250
77700192,ALCHOLDESNTRLZDO96250ML,ALCOHOL DESNATURALIZADO 96% X 250 ML,8000000044,75000000074,560000038,890000073,410000002,,0,0,0,0,1,250
77700194,ALCHOLDESNTRLZDO96500ML,ALCOHOL DESNATURALIZADO 96% X 500 ML,8000000044,75000000074,560000038,890000073,410000002,,0,0,0,0,1,500
77700195,ALCLEX01200ML,"ALCOLEX 0,1% X 200 ML",8000000004,75000000074,560000038,890000076,410000002,F-10769/21,0,0,0,0,0,200
77700196,ALCONCILDEX5ML,ALCON CILO/DEX X 5 ML,8000000121,75000000039,560000041,890000241,410000000,F-7785/21,0,0,0,0,0,5
77700202,ALJNDRIAHOJAS8G,ALEJANDRIA HOJAS X 8 G,8000000144,75000000230,NULL,890000080,410000002,,0,0,0,0,1,8
77700203,ALLNEYCREMANTCLLTCACAFNCNLAYFLRESBACH250ML,ALELUNEY CREM ANTICELULITICA CAFEINA/CANELA Y FLORES BACH X 250 ML,8000000002,75000000105,560000007,890000087,410000002,,0,0,0,0,0,250
77700205,ALLNEYCREMCORPRALHIDRTNTETEVERDFLRESBACH250ML,ALELUNEY CREM CORPORAL HIDRATANTE TE VERDE/FLORES BACH X 250 ML,8000000002,75000000105,560000007,890000085,410000002,,0,0,0,0,0,250
77700208,ALNYS275120DOS,"ALENYS 27,5MCG/DOSIS X 120 DOSIS",8000000057,75000000115,560000041,890000412,410000000,F-16784/18,0,0,0,0,0,120
77700211,ALRPRIV0520ML,"ALERPRIV 0,5% X 20 ML",8000000091,75000000059,560000014,890000497,410000001,F-22020/20,0,0,0,0,0,20
77700212,ALRPRIV255100ML,"ALERPRIV 2,5MG/5ML X 100 ML",8000000091,75000000059,560000021,890000497,410000001,F-22039/20,0,0,0,0,0,100
77700219,ALXIA12030COM,ALEXIA 120MG X 30 COM,8000000161,75000000059,560000006,890000394,410000001,F-2106/19,0,0,0,1,0,30
77700227,ALFXA18030COM,ALFEXA 180MG X 30 COM,8000000007,75000000059,560000006,890000394,410000001,F-25129/19,0,0,0,1,0,30
77700229,ALFIN501COM,ALFIN 50MG X 1 COM,8000000089,75000000133,560000006,890000671,410000001,F-9430/21,0,0,0,1,0,1
77700234,ALGFIN10015ML,ALGIAFIN 100MG/ML X 15 ML,8000000091,75000000024,560000038,890000612,410000002,F-6450/20,0,0,0,0,0,15
77700238,ALGSOLFORTE2005100ML,ALGIASOL FORTE 200MG/5ML X 100 ML,8000000091,75000000024,560000041,890000465,410000002,F-17721/19,0,0,0,0,0,100
77700240,ALVAX7530COM,ALIVAX 75MG X 30 COM,8000000035,75000000020,560000006,890000641,410000001,F-22346/20,0,0,0,1,0,30
77700245,ALVDOL50024COM,ALIVIDOL 500MG X 24 COM,8000000126,75000000024,560000006,890000612,410000002,F-24017/18,0,0,0,1,0,24
77700246,ALZON2028COM,ALIZON 20 X 28 COM,8000000161,75000000042,560000006,890000266,410000004,F-25518/20,0,0,0,1,0,28
77700247,ALLOUTPIJOSPRVNTVO120ML,ALL OUT PIOJOS X 150 ML,8000000102,75000000253,560000028,890000234,410000002,,0,0,0,0,0,150
77700248,ALLOUTPIJOS150ML,ALL OUT PIOJOS PREVENTIVO X 120 ML,8000000102,75000000253,560000028,NULL,410000002,,0,0,0,0,0,120
77700251,ALLDRYLD120ML,ALLEDRYL-D X 120 ML,8000000141,75000000059,560000021,890000516,410000001,F-13671/19,0,0,0,0,0,120
77700277,ALLAX50CAP,ALOELAX X 50 CAP,8000000096,75000000230,560000003,890000089,410000002,N-102/16,0,0,0,0,0,50
77700280,ALPEK5100G,ALOPEK 5% X 100 G,8000000111,75000000015,560000012,890000572,410000001,F-22871/21,0,0,0,0,0,100
77700282,ALPEK560ML,ALOPEK 5% X 60 ML,8000000111,75000000015,560000038,890000572,410000001,F-22175/20,0,0,0,0,0,60
77700284,ALPRNOL10020COM,ALOPURINOL 100MG X 20 COM,8000000114,75000000052,560000006,890000091,410000001,F-15164/20,0,0,0,1,1,20
77700285,ALPRNOL10020COM,ALOPURINOL 100MG X 20 COM,8000000126,75000000052,560000006,890000091,410000001,F-25738/20,0,0,0,1,1,20
77700288,ALPRNOL30020COM,ALOPURINOL 300MG X 20 COM,8000000114,75000000052,560000006,890000091,410000001,F-15166/20,0,0,0,1,1,20
77700289,ALPRNOL30030COM,ALOPURINOL 300MG X 30 COM,8000000166,75000000052,560000006,890000091,410000001,F-26213/21,0,0,0,1,1,30
77700299,ALTAZINC530ML,ALTA ZINC 5MG/ML X 30 ML,8000000161,75000000182,560000038,890000736,410000001,F-16743/18,0,0,0,0,0,30
77700300,ALTAD100030CAP,"ALTAD 1,000U I X 30 CAP",8000000059,75000000273,560000003,890000730,410000001,F-25605/20,0,0,0,0,0,30
77700301,ALTAD150004CAP,"ALTAD 15,000U I X 4 CAP",8000000059,75000000273,560000003,890000730,410000001,F-25908/21,0,0,0,0,0,4
77700304,ALTZNC1540COM,ALTAZINC 15MG X 40 COM,8000000161,75000000182,560000006,890000736,410000001,F-16712/18,0,0,0,0,0,40
77700306,ALTRLNE10030COM,ALTRULINE 100MG X 30 COM,8000000153,75000000128,560000006,890000670,410000001,F-2556/19,0,0,0,0,0,30
77700307,ALTRLNE5030COM,ALTRULINE 50MG X 30 COM,8000000153,75000000128,560000006,890000670,410000001,F-10592/21,0,0,0,0,0,30
77700308,ALTRLNE5060COM,ALTRULINE 50MG X 60 COM,8000000153,75000000128,560000006,890000670,410000001,F-10592/21,0,0,0,0,0,60
77700318,AMBLANBID4005770ML,AMBILAN BID 400MG/57MG X 70 ML,8000000035,75000000204,560000032,890000024,410000003,F-14358/19,0,0,0,0,0,70
77700319,AMBLANBID87512514COM,AMBILAN BID 875MG/125MG X 14 COM,8000000035,75000000204,560000006,890000024,410000003,F-17072/18,0,0,0,0,0,14
77700320,AMBLANBID87512520COM,AMBILAN BID 875MG/125MG X 20 COM,8000000035,75000000204,560000006,890000024,410000003,F-17072/18,0,0,0,0,0,20
77700321,AMBLANBIDFORTE8005790ML,AMBILAN BID FORTE 800MG/57MG X 90 ML,8000000035,75000000204,560000032,890000024,410000003,F-22890/21,0,0,0,0,0,90
77700328,AMBRXOLADLTO305100ML,AMBROXOL ADULTO 30MG/5ML X 100 ML,8000000005,75000000077,560000021,890000095,410000002,F-6510/20,0,0,0,0,1,100
77700330,AMBRXOLINFNTIL155100ML,AMBROXOL INFANTIL 15MG/5ML X 100 ML,8000000005,75000000077,560000021,890000095,410000002,F-6509/20,0,0,0,0,1,100
77700331,AMRCNOALGDONHIDRFLOPRNSDO50G,AMERICANO ALGODON HIDROFILO PRENSADO X 50 G,NULL,75000000013,NULL,NULL,410000002,,0,0,0,0,0,50
77700332,AMKCNA50021AMP,AMIKACINA 500MG/2ML X 1 AMP,8000000156,75000000017,560000038,890000096,410000000,F-10848/21,0,0,0,0,1,1
77700336,AMNXNEPLUS60CAP,AMINOXINE PLUS X 60 CAP,8000000108,75000000186,560000003,890000043,410000002,,0,0,0,0,0,60
77700337,AMNTA7528COM,AMINTA 75MCG X 28 COM,8000000161,75000000042,560000006,890000303,410000001,F-25063/19,0,0,0,1,0,28
77700339,AMDRNA20020COM,AMIODARONA 200MG X 20 COM,8000000114,75000000036,560000006,890000098,410000001,F-6854/20,0,0,0,0,1,20
77700346,AMLDPNO1030COM,AMLODIPINO 10MG X 30 COM,8000000007,75000000057,560000006,890000099,410000001,F-23833/18,0,0,0,1,1,30
77700347,AMLDPNO1030COM,AMLODIPINO 10MG X 30 COM,8000000034,75000000057,560000006,890000099,410000001,F-8712/16,0,0,0,0,1,30
77700348,AMLDPNO1030COM,AMLODIPINO 10MG X 30 COM,8000000114,75000000057,560000006,890000099,410000001,F-15691/16,0,0,0,1,1,30
77700349,AMLDPNO1030COM,AMLODIPINO 10MG X 30 COM,8000000166,75000000057,560000006,890000099,410000001,F-22800/21,0,0,0,1,1,30
77700352,AMLDPNO530COM,AMLODIPINO 5MG X 30 COM,8000000126,75000000057,560000006,890000099,410000001,F-17235/18,0,0,0,0,1,30
77700353,AMLDPNO530COM,AMLODIPINO 5MG X 30 COM,8000000104,75000000057,560000006,890000099,410000001,F-19664/17,0,0,0,1,1,30
77700356,AMLDPNO530COM,AMLODIPINO 5MG X 30 COM,8000000034,75000000057,560000006,890000099,410000001,F-8713/16,0,0,0,0,1,30
77700357,AMLDPNO530COM,AMLODIPINO 5MG X 30 COM,8000000114,75000000057,560000006,890000099,410000001,F-15692/16,0,0,0,1,1,30
77700359,AMLDPNO530COM,AMLODIPINO 5MG X 30 COM,8000000035,75000000057,560000006,890000099,410000001,F-13870/19,0,0,0,0,1,30
77700360,AMLDPNO560COM,AMLODIPINO 5MG X 60 COM,8000000114,75000000057,560000006,890000099,410000001,F-15692/16,0,0,0,1,1,30
77700361,AMLDPNO560COM,AMLODIPINO 5MG X 60 COM,8000000126,75000000057,560000006,890000099,410000001,F-16872/18,0,0,0,1,1,60
77700364,AMBTIC114COM,AMOBIOTIC 1G X 14 COM,8000000035,75000000204,560000006,890000106,410000003,F-7126/20,0,0,0,0,0,14
77700366,AMBTIC5005120ML,AMOBIOTIC 500MG/5ML X 120 ML,8000000035,75000000204,560000032,890000106,410000003,F-22897/21,0,0,0,0,0,120
77700369,AMVAL114COM,AMOVAL 1G X 14 COM,8000000161,75000000204,560000006,890000106,410000003,F-5515/20,0,0,0,1,0,14
77700370,AMVAL120COM,AMOVAL 1G X 20 COM,8000000161,75000000204,560000006,890000106,410000003,F-5515/20,0,0,0,1,0,20
77700373,AMVAL5005100ML,AMOVAL 500MG/5ML X 100 ML,8000000161,75000000204,560000032,890000106,410000003,F-5517/20,0,0,0,0,0,100
77700375,AMVALDUO10005120ML,AMOVAL DUO 1000MG/5ML X 120 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,120
77700376,AMVALDUO1000550ML,AMOVAL DUO 1000MG/5ML X 50 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,50
77700377,AMVALDUO1000590ML,AMOVAL DUO 1000MG/5ML X 90 ML,8000000161,75000000204,560000032,890000106,410000003,F-15424/21,0,0,0,0,0,90
77700378,AMVALDUO400570ML,AMOVAL DUO 400MG/5ML X 70 ML,8000000161,75000000204,560000032,890000106,410000003,F-3594/20,0,0,0,0,0,70
77700381,AMVALDUO800570ML,AMOVAL DUO 800MG/5ML X 70 ML,8000000161,75000000204,560000032,890000106,410000003,F-10226/16,0,0,0,0,0,70
77700382,AMXCLNA250560ML,"AMOXICILINA 250MG/ACIDO CLAVULANICO 62,5MG X 60 ML",8000000086,75000000204,560000032,890000024,410000003,F-25559/20,0,0,0,0,1,60
77700383,AMXCLNA250560ML,AMOXICILINA 250MG/5ML X 60 ML,8000000039,75000000204,560000032,890000106,410000003,,0,0,0,0,1,60
77700384,AMXCLNA250560ML,AMOXICILINA 250MG/5ML X 60 ML,8000000114,75000000204,560000032,890000106,410000003,F-15181/20,0,0,0,0,1,60
77700386,AMXCLNA250560ML,AMOXICILINA 250MG/5ML X 60 ML,8000000086,75000000204,560000032,890000106,410000003,F-26249/21,0,0,0,0,1,60
77700387,AMXCLNA25062560ML,AMOXICILINA 250MG/5ML X 60 ML,8000000126,75000000204,560000032,890000106,410000003,F-22246/20,0,0,0,0,1,60
77700388,AMXCLNA50021CAP,AMOXICILINA 500MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000086,75000000204,560000006,890000024,410000003,F-22915/16,0,0,0,1,1,20
77700397,AMXCLNA50021CAP,AMOXICILINA 500MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000126,75000000204,560000006,890000024,410000003,F-23293/17,0,0,0,1,1,20
77700399,AMXCLNA50021CAP,AMOXICILINA 500MG X 21 CAP,8000000022,75000000204,560000003,890000106,410000003,F-18307/20,0,0,0,1,1,21
77700400,AMXCLNA50021CAP,AMOXICILINA 500MG X 21 CAP,8000000126,75000000204,560000003,890000106,410000003,F-21808/20,0,0,0,0,1,21
77700403,AMXCLNA50021CAP,AMOXICILINA 500MG X 21 CAP,8000000007,75000000204,560000003,890000106,410000003,F-22231/20,0,0,0,1,1,21
77700407,AMXCLNA5006CAP,AMOXICILINA 500MG X 21 CAP,8000000114,75000000204,560000003,890000106,410000003,F-15189/20,0,0,0,1,1,21
77700409,AMXCLNA500560AMOXICILINA500MG5MLX60,AMOXICILINA 500MG X 21 CAP,8000000044,75000000204,560000003,890000106,410000003,F-23749/23,0,0,0,1,1,21
77700410,AMXCLNA500560ML,AMOXICILINA 500MG X 6 CAP,8000000007,75000000204,560000003,890000106,410000003,F-22231/20,0,0,0,1,1,6
77700411,AMXCLNA500560ML,AMOXICILINA 500MG/5ML X 60 ML,8000000126,75000000204,560000032,890000106,410000003,F-22251/20,0,0,0,0,1,60
77700412,AMXCLNA50012520COM,AMOXICILINA 500MG/5ML X 60 ,8000000044,75000000204,560000032,890000106,410000003,F-25392/20,0,0,0,0,1,60
77700414,AMXCLNA50012520COM,AMOXICILINA 750MG X 10 COM,8000000035,75000000204,560000006,890000106,410000003,F-3873/20,0,0,0,0,1,10
77700415,AMXCLNA75010COM,AMOXICILINA 750MG X 10 COM,8000000114,75000000204,560000006,890000106,410000003,F-6857/20,0,0,0,1,1,10
77700416,AMXCLNA75010COM,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000137,75000000204,560000006,890000024,410000001,F-25637/20,0,0,0,1,1,14
77700417,AMXCLNA87512514COM,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000007,75000000204,560000006,890000024,410000003,F-20795/19,0,0,0,1,1,14
77700420,AMXCLNA87512514COM,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 14 COM,8000000126,75000000204,560000006,890000024,410000003,F-22321/20,0,0,0,1,1,14
77700423,AMXCLNA87512514COM,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000126,75000000204,560000006,890000024,410000003,F-22321/20,0,0,0,1,1,20
77700425,AMXCLNA87512520COM,AMOXICILINA 875MG/ACIDO CLAVULANICO 125MG X 20 COM,8000000107,75000000204,560000006,890000024,410000001,F-25247/20,0,0,0,1,1,20
